행정구역,2019년09월_전월인구수_남자인구수,2019년09월_전월인구수_여자인구수,2019년09월_전월인구수_계,2019년09월_당월인구수_남자인구수,2019년09월_당월인구수_여자인구수,2019년09월_당월인구수_계,2019년09월_인구증감_남자인구수,2019년09월_인구증감_여자인구수,2019년09월_인구증감_계,2019년10월_전월인구수_남자인구수,2019년10월_전월인구수_여자인구수,2019년10월_전월인구수_계,2019년10월_당월인구수_남자인구수,2019년10월_당월인구수_여자인구수,2019년10월_당월인구수_계,2019년10월_인구증감_남자인구수,2019년10월_인구증감_여자인구수,2019년10월_인구증감_계,2019년11월_전월인구수_남자인구수,2019년11월_전월인구수_여자인구수,2019년11월_전월인구수_계,2019년11월_당월인구수_남자인구수,2019년11월_당월인구수_여자인구수,2019년11월_당월인구수_계,2019년11월_인구증감_남자인구수,2019년11월_인구증감_여자인구수,2019년11월_인구증감_계,2019년12월_전월인구수_남자인구수,2019년12월_전월인구수_여자인구수,2019년12월_전월인구수_계,2019년12월_당월인구수_남자인구수,2019년12월_당월인구수_여자인구수,2019년12월_당월인구수_계,2019년12월_인구증감_남자인구수,2019년12월_인구증감_여자인구수,2019년12월_인구증감_계,2020년01월_전월인구수_남자인구수,2020년01월_전월인구수_여자인구수,2020년01월_전월인구수_계,2020년01월_당월인구수_남자인구수,2020년01월_당월인구수_여자인구수,2020년01월_당월인구수_계,2020년01월_인구증감_남자인구수,2020년01월_인구증감_여자인구수,2020년01월_인구증감_계,2020년02월_전월인구수_남자인구수,2020년02월_전월인구수_여자인구수,2020년02월_전월인구수_계,2020년02월_당월인구수_남자인구수,2020년02월_당월인구수_여자인구수,2020년02월_당월인구수_계,2020년02월_인구증감_남자인구수,2020년02월_인구증감_여자인구수,2020년02월_인구증감_계,2020년03월_전월인구수_남자인구수,2020년03월_전월인구수_여자인구수,2020년03월_전월인구수_계,2020년03월_당월인구수_남자인구수,2020년03월_당월인구수_여자인구수,2020년03월_당월인구수_계,2020년03월_인구증감_남자인구수,2020년03월_인구증감_여자인구수,2020년03월_인구증감_계,2020년04월_전월인구수_남자인구수,2020년04월_전월인구수_여자인구수,2020년04월_전월인구수_계,2020년04월_당월인구수_남자인구수,2020년04월_당월인구수_여자인구수,2020년04월_당월인구수_계,2020년04월_인구증감_남자인구수,2020년04월_인구증감_여자인구수,2020년04월_인구증감_계,2020년05월_전월인구수_남자인구수,2020년05월_전월인구수_여자인구수,2020년05월_전월인구수_계,2020년05월_당월인구수_남자인구수,2020년05월_당월인구수_여자인구수,2020년05월_당월인구수_계,2020년05월_인구증감_남자인구수,2020년05월_인구증감_여자인구수,2020년05월_인구증감_계,2020년06월_전월인구수_남자인구수,2020년06월_전월인구수_여자인구수,2020년06월_전월인구수_계,2020년06월_당월인구수_남자인구수,2020년06월_당월인구수_여자인구수,2020년06월_당월인구수_계,2020년06월_인구증감_남자인구수,2020년06월_인구증감_여자인구수,2020년06월_인구증감_계,2020년07월_전월인구수_남자인구수,2020년07월_전월인구수_여자인구수,2020년07월_전월인구수_계,2020년07월_당월인구수_남자인구수,2020년07월_당월인구수_여자인구수,2020년07월_당월인구수_계,2020년07월_인구증감_남자인구수,2020년07월_인구증감_여자인구수,2020년07월_인구증감_계,2020년08월_전월인구수_남자인구수,2020년08월_전월인구수_여자인구수,2020년08월_전월인구수_계,2020년08월_당월인구수_남자인구수,2020년08월_당월인구수_여자인구수,2020년08월_당월인구수_계,2020년08월_인구증감_남자인구수,2020년08월_인구증감_여자인구수,2020년08월_인구증감_계,2020년09월_전월인구수_남자인구수,2020년09월_전월인구수_여자인구수,2020년09월_전월인구수_계,2020년09월_당월인구수_남자인구수,2020년09월_당월인구수_여자인구수,2020년09월_당월인구수_계,2020년09월_인구증감_남자인구수,2020년09월_인구증감_여자인구수,2020년09월_인구증감_계,2020년10월_전월인구수_남자인구수,2020년10월_전월인구수_여자인구수,2020년10월_전월인구수_계,2020년10월_당월인구수_남자인구수,2020년10월_당월인구수_여자인구수,2020년10월_당월인구수_계,2020년10월_인구증감_남자인구수,2020년10월_인구증감_여자인구수,2020년10월_인구증감_계,2020년11월_전월인구수_남자인구수,2020년11월_전월인구수_여자인구수,2020년11월_전월인구수_계,2020년11월_당월인구수_남자인구수,2020년11월_당월인구수_여자인구수,2020년11월_당월인구수_계,2020년11월_인구증감_남자인구수,2020년11월_인구증감_여자인구수,2020년11월_인구증감_계,2020년12월_전월인구수_남자인구수,2020년12월_전월인구수_여자인구수,2020년12월_전월인구수_계,2020년12월_당월인구수_남자인구수,2020년12월_당월인구수_여자인구수,2020년12월_당월인구수_계,2020년12월_인구증감_남자인구수,2020년12월_인구증감_여자인구수,2020년12월_인구증감_계,2021년01월_전월인구수_남자인구수,2021년01월_전월인구수_여자인구수,2021년01월_전월인구수_계,2021년01월_당월인구수_남자인구수,2021년01월_당월인구수_여자인구수,2021년01월_당월인구수_계,2021년01월_인구증감_남자인구수,2021년01월_인구증감_여자인구수,2021년01월_인구증감_계,2021년02월_전월인구수_남자인구수,2021년02월_전월인구수_여자인구수,2021년02월_전월인구수_계,2021년02월_당월인구수_남자인구수,2021년02월_당월인구수_여자인구수,2021년02월_당월인구수_계,2021년02월_인구증감_남자인구수,2021년02월_인구증감_여자인구수,2021년02월_인구증감_계,2021년03월_전월인구수_남자인구수,2021년03월_전월인구수_여자인구수,2021년03월_전월인구수_계,2021년03월_당월인구수_남자인구수,2021년03월_당월인구수_여자인구수,2021년03월_당월인구수_계,2021년03월_인구증감_남자인구수,2021년03월_인구증감_여자인구수,2021년03월_인구증감_계,2021년04월_전월인구수_남자인구수,2021년04월_전월인구수_여자인구수,2021년04월_전월인구수_계,2021년04월_당월인구수_남자인구수,2021년04월_당월인구수_여자인구수,2021년04월_당월인구수_계,2021년04월_인구증감_남자인구수,2021년04월_인구증감_여자인구수,2021년04월_인구증감_계,2021년05월_전월인구수_남자인구수,2021년05월_전월인구수_여자인구수,2021년05월_전월인구수_계,2021년05월_당월인구수_남자인구수,2021년05월_당월인구수_여자인구수,2021년05월_당월인구수_계,2021년05월_인구증감_남자인구수,2021년05월_인구증감_여자인구수,2021년05월_인구증감_계,2021년06월_전월인구수_남자인구수,2021년06월_전월인구수_여자인구수,2021년06월_전월인구수_계,2021년06월_당월인구수_남자인구수,2021년06월_당월인구수_여자인구수,2021년06월_당월인구수_계,2021년06월_인구증감_남자인구수,2021년06월_인구증감_여자인구수,2021년06월_인구증감_계,2021년07월_전월인구수_남자인구수,2021년07월_전월인구수_여자인구수,2021년07월_전월인구수_계,2021년07월_당월인구수_남자인구수,2021년07월_당월인구수_여자인구수,2021년07월_당월인구수_계,2021년07월_인구증감_남자인구수,2021년07월_인구증감_여자인구수,2021년07월_인구증감_계,2021년08월_전월인구수_남자인구수,2021년08월_전월인구수_여자인구수,2021년08월_전월인구수_계,2021년08월_당월인구수_남자인구수,2021년08월_당월인구수_여자인구수,2021년08월_당월인구수_계,2021년08월_인구증감_남자인구수,2021년08월_인구증감_여자인구수,2021년08월_인구증감_계,2021년09월_전월인구수_남자인구수,2021년09월_전월인구수_여자인구수,2021년09월_전월인구수_계,2021년09월_당월인구수_남자인구수,2021년09월_당월인구수_여자인구수,2021년09월_당월인구수_계,2021년09월_인구증감_남자인구수,2021년09월_인구증감_여자인구수,2021년09월_인구증감_계
경기도 용인시 (4146000000),"524,485","530,504","1,054,989","524,635","530,881","1,055,516",150,377,527,"524,635","530,881","1,055,516","525,254","531,832","1,057,086",619,951,"1,570","525,254","531,832","1,057,086","525,224","532,671","1,057,895",-30,839,809,"525,224","532,671","1,057,895","525,946","533,663","1,059,609",722,992,"1,714","525,946","533,663","1,059,609","526,823","534,617","1,061,440",877,954,"1,831","526,823","534,617","1,061,440","527,799","535,851","1,063,650",976,"1,234","2,210","527,799","535,851","1,063,650","528,764","536,849","1,065,613",965,998,"1,963","528,764","536,849","1,065,613","530,251","538,268","1,068,519","1,487","1,419","2,906","530,251","538,268","1,068,519","531,727","539,260","1,070,987","1,476",992,"2,468","531,727","539,260","1,070,987","532,935","540,180","1,073,115","1,208",920,"2,128","532,935","540,180","1,073,115","533,772","541,196","1,074,968",837,"1,016","1,853","533,772","541,196","1,074,968","534,140","541,519","1,075,659",368,323,691,"534,140","541,519","1,075,659","534,153","541,544","1,075,697",13,25,38,"534,153","541,544","1,075,697","533,921","541,569","1,075,490",-232,25,-207,"533,921","541,569","1,075,490","533,488","541,302","1,074,790",-433,-267,-700,"533,488","541,302","1,074,790","532,847","541,329","1,074,176",-641,27,-614,"532,847","541,329","1,074,176","533,222","541,823","1,075,045",375,494,869,"533,222","541,823","1,075,045","533,604","542,314","1,075,918",382,491,873,"533,604","542,314","1,075,918","533,356","542,065","1,075,421",-248,-249,-497,"533,356","542,065","1,075,421","534,238","542,535","1,076,773",882,470,"1,352","534,238","542,535","1,076,773","534,842","542,859","1,077,701",604,324,928,"534,842","542,859","1,077,701","534,946","542,880","1,077,826",104,21,125,"534,946","542,880","1,077,826","535,521","543,528","1,079,049",575,648,"1,223","535,521","543,528","1,079,049","536,223","544,102","1,080,325",702,574,"1,276","536,223","544,102","1,080,325","535,936","544,091","1,080,027",-287,-11,-298
경기도 용인시 처인구 (4146100000),"131,708","124,379","256,087","131,552","124,348","255,900",-156,-31,-187,"131,552","124,348","255,900","131,183","124,243","255,426",-369,-105,-474,"131,183","124,243","255,426","130,333","124,019","254,352",-850,-224,"-1,074","130,333","124,019","254,352","130,034","123,862","253,896",-299,-157,-456,"130,034","123,862","253,896","130,032","123,864","253,896",-2,2,0,"130,032","123,864","253,896","130,142","123,840","253,982",110,-24,86,"130,142","123,840","253,982","130,255","123,961","254,216",113,121,234,"130,255","123,961","254,216","130,446","124,037","254,483",191,76,267,"130,446","124,037","254,483","131,298","124,431","255,729",852,394,"1,246","131,298","124,431","255,729","132,115","124,803","256,918",817,372,"1,189","132,115","124,803","256,918","132,481","125,251","257,732",366,448,814,"132,481","125,251","257,732","132,798","125,493","258,291",317,242,559,"132,798","125,493","258,291","132,853","125,602","258,455",55,109,164,"132,853","125,602","258,455","132,715","125,640","258,355",-138,38,-100,"132,715","125,640","258,355","132,516","125,563","258,079",-199,-77,-276,"132,516","125,563","258,079","131,974","125,524","257,498",-542,-39,-581,"131,974","125,524","257,498","132,112","125,661","257,773",138,137,275,"132,112","125,661","257,773","132,193","125,872","258,065",81,211,292,"132,193","125,872","258,065","132,245","125,885","258,130",52,13,65,"132,245","125,885","258,130","133,193","126,252","259,445",948,367,"1,315","133,193","126,252","259,445","133,761","126,637","260,398",568,385,953,"133,761","126,637","260,398","134,045","126,832","260,877",284,195,479,"134,045","126,832","260,877","134,410","127,072","261,482",365,240,605,"134,410","127,072","261,482","134,681","127,349","262,030",271,277,548,"134,681","127,349","262,030","134,369","127,184","261,553",-312,-165,-477
경기도 용인시 기흥구 (4146300000),"215,355","219,961","435,316","214,924","219,548","434,472",-431,-413,-844,"214,924","219,548","434,472","215,122","219,862","434,984",198,314,512,"215,122","219,862","434,984","215,339","220,310","435,649",217,448,665,"215,339","220,310","435,649","215,796","220,883","436,679",457,573,"1,030","215,796","220,883","436,679","215,981","221,165","437,146",185,282,467,"215,981","221,165","437,146","216,261","221,550","437,811",280,385,665,"216,261","221,550","437,811","216,733","222,057","438,790",472,507,979,"216,733","222,057","438,790","217,252","222,473","439,725",519,416,935,"217,252","222,473","439,725","217,566","222,708","440,274",314,235,549,"217,566","222,708","440,274","217,823","223,008","440,831",257,300,557,"217,823","223,008","440,831","217,948","223,242","441,190",125,234,359,"217,948","223,242","441,190","217,948","223,161","441,109",0,-81,-81,"217,948","223,161","441,109","217,828","223,095","440,923",-120,-66,-186,"217,828","223,095","440,923","217,772","223,054","440,826",-56,-41,-97,"217,772","223,054","440,826","217,694","223,070","440,764",-78,16,-62,"217,694","223,070","440,764","217,663","223,172","440,835",-31,102,71,"217,663","223,172","440,835","217,700","223,240","440,940",37,68,105,"217,700","223,240","440,940","217,511","223,138","440,649",-189,-102,-291,"217,511","223,138","440,649","217,273","222,891","440,164",-238,-247,-485,"217,273","222,891","440,164","217,098","222,824","439,922",-175,-67,-242,"217,098","222,824","439,922","217,184","222,769","439,953",86,-55,31,"217,184","222,769","439,953","217,094","222,697","439,791",-90,-72,-162,"217,094","222,697","439,791","217,479","223,151","440,630",385,454,839,"217,479","223,151","440,630","217,896","223,479","441,375",417,328,745,"217,896","223,479","441,375","218,135","223,825","441,960",239,346,585
경기도 용인시 수지구 (4146500000),"177,422","186,164","363,586","178,159","186,985","365,144",737,821,"1,558","178,159","186,985","365,144","178,949","187,727","366,676",790,742,"1,532","178,949","187,727","366,676","179,552","188,342","367,894",603,615,"1,218","179,552","188,342","367,894","180,116","188,918","369,034",564,576,"1,140","180,116","188,918","369,034","180,810","189,588","370,398",694,670,"1,364","180,810","189,588","370,398","181,396","190,461","371,857",586,873,"1,459","181,396","190,461","371,857","181,776","190,831","372,607",380,370,750,"181,776","190,831","372,607","182,553","191,758","374,311",777,927,"1,704","182,553","191,758","374,311","182,863","192,121","374,984",310,363,673,"182,863","192,121","374,984","182,997","192,369","375,366",134,248,382,"182,997","192,369","375,366","183,343","192,703","376,046",346,334,680,"183,343","192,703","376,046","183,394","192,865","376,259",51,162,213,"183,394","192,865","376,259","183,472","192,847","376,319",78,-18,60,"183,472","192,847","376,319","183,434","192,875","376,309",-38,28,-10,"183,434","192,875","376,309","183,278","192,669","375,947",-156,-206,-362,"183,278","192,669","375,947","183,210","192,633","375,843",-68,-36,-104,"183,210","192,633","375,843","183,410","192,922","376,332",200,289,489,"183,410","192,922","376,332","183,900","193,304","377,204",490,382,872,"183,900","193,304","377,204","183,838","193,289","377,127",-62,-15,-77,"183,838","193,289","377,127","183,947","193,459","377,406",109,170,279,"183,947","193,459","377,406","183,897","193,453","377,350",-50,-6,-56,"183,897","193,453","377,350","183,807","193,351","377,158",-90,-102,-192,"183,807","193,351","377,158","183,632","193,305","376,937",-175,-46,-221,"183,632","193,305","376,937","183,646","193,274","376,920",14,-31,-17,"183,646","193,274","376,920","183,432","193,082","376,514",-214,-192,-406
경기도 파주시 (4148000000),"230,315","223,583","453,898","230,236","223,589","453,825",-79,6,-73,"230,236","223,589","453,825","230,435","223,620","454,055",199,31,230,"230,435","223,620","454,055","230,527","223,580","454,107",92,-40,52,"230,527","223,580","454,107","230,461","223,579","454,040",-66,-1,-67,"230,461","223,579","454,040","230,458","223,503","453,961",-3,-76,-79,"230,458","223,503","453,961","230,409","223,418","453,827",-49,-85,-134,"230,409","223,418","453,827","230,790","223,704","454,494",381,286,667,"230,790","223,704","454,494","231,142","224,120","455,262",352,416,768,"231,142","224,120","455,262","231,256","224,215","455,471",114,95,209,"231,256","224,215","455,471","231,522","224,551","456,073",266,336,602,"231,522","224,551","456,073","231,825","224,963","456,788",303,412,715,"231,825","224,963","456,788","232,919","226,239","459,158","1,094","1,276","2,370","232,919","226,239","459,158","233,949","227,365","461,314","1,030","1,126","2,156","233,949","227,365","461,314","234,915","228,240","463,155",966,875,"1,841","234,915","228,240","463,155","235,537","228,916","464,453",622,676,"1,298","235,537","228,916","464,453","236,049","229,568","465,617",512,652,"1,164","236,049","229,568","465,617","236,488","230,051","466,539",439,483,922,"236,488","230,051","466,539","237,118","230,836","467,954",630,785,"1,415","237,118","230,836","467,954","237,528","230,973","468,501",410,137,547,"237,528","230,973","468,501","238,389","231,707","470,096",861,734,"1,595","238,389","231,707","470,096","238,960","232,259","471,219",571,552,"1,123","238,960","232,259","471,219","239,454","232,806","472,260",494,547,"1,041","239,454","232,806","472,260","240,306","233,367","473,673",852,561,"1,413","240,306","233,367","473,673","241,438","234,606","476,044","1,132","1,239","2,371","241,438","234,606","476,044","242,418","235,401","477,819",980,795,"1,775"
경기도 이천시 (4150000000),"111,533","104,694","216,227","111,556","104,669","216,225",23,-25,-2,"111,556","104,669","216,225","111,621","104,711","216,332",65,42,107,"111,621","104,711","216,332","111,215","104,589","215,804",-406,-122,-528,"111,215","104,589","215,804","111,244","104,590","215,834",29,1,30,"111,244","104,590","215,834","111,284","104,601","215,885",40,11,51,"111,284","104,601","215,885","111,272","104,597","215,869",-12,-4,-16,"111,272","104,597","215,869","111,554","104,850","216,404",282,253,535,"111,554","104,850","216,404","111,858","104,986","216,844",304,136,440,"111,858","104,986","216,844","112,430","105,117","217,547",572,131,703,"112,430","105,117","217,547","113,002","105,463","218,465",572,346,918,"113,002","105,463","218,465","113,271","105,683","218,954",269,220,489,"113,271","105,683","218,954","113,658","105,879","219,537",387,196,583,"113,658","105,879","219,537","113,655","105,876","219,531",-3,-3,-6,"113,655","105,876","219,531","113,667","105,846","219,513",12,-30,-18,"113,667","105,846","219,513","113,668","105,857","219,525",1,11,12,"113,668","105,857","219,525","112,947","105,441","218,388",-721,-416,"-1,137","112,947","105,441","218,388","113,095","105,556","218,651",148,115,263,"113,095","105,556","218,651","113,156","105,637","218,793",61,81,142,"113,156","105,637","218,793","113,087","105,478","218,565",-69,-159,-228,"113,087","105,478","218,565","113,538","105,686","219,224",451,208,659,"113,538","105,686","219,224","113,745","105,846","219,591",207,160,367,"113,745","105,846","219,591","114,471","106,433","220,904",726,587,"1,313","114,471","106,433","220,904","114,913","106,784","221,697",442,351,793,"114,913","106,784","221,697","115,596","107,287","222,883",683,503,"1,186","115,596","107,287","222,883","115,995","107,487","223,482",399,200,599
경기도 안성시 (4155000000),"94,647","89,629","184,276","94,581","89,501","184,082",-66,-128,-194,"94,581","89,501","184,082","94,482","89,351","183,833",-99,-150,-249,"94,482","89,351","183,833","94,287","89,225","183,512",-195,-126,-321,"94,287","89,225","183,512","94,227","89,178","183,405",-60,-47,-107,"94,227","89,178","183,405","94,249","89,120","183,369",22,-58,-36,"94,249","89,120","183,369","94,316","89,128","183,444",67,8,75,"94,316","89,128","183,444","94,481","89,270","183,751",165,142,307,"94,481","89,270","183,751","94,781","89,430","184,211",300,160,460,"94,781","89,430","184,211","95,278","89,740","185,018",497,310,807,"95,278","89,740","185,018","95,447","89,858","185,305",169,118,287,"95,447","89,858","185,305","95,575","89,969","185,544",128,111,239,"95,575","89,969","185,544","95,880","90,224","186,104",305,255,560,"95,880","90,224","186,104","96,122","90,338","186,460",242,114,356,"96,122","90,338","186,460","96,241","90,454","186,695",119,116,235,"96,241","90,454","186,695","96,313","90,540","186,853",72,86,158,"96,313","90,540","186,853","96,355","90,657","187,012",42,117,159,"96,355","90,657","187,012","96,474","90,758","187,232",119,101,220,"96,474","90,758","187,232","96,622","90,866","187,488",148,108,256,"96,622","90,866","187,488","96,711","90,829","187,540",89,-37,52,"96,711","90,829","187,540","97,025","91,013","188,038",314,184,498,"97,025","91,013","188,038","97,419","91,285","188,704",394,272,666,"97,419","91,285","188,704","97,561","91,499","189,060",142,214,356,"97,561","91,499","189,060","97,699","91,599","189,298",138,100,238,"97,699","91,599","189,298","97,911","91,730","189,641",212,131,343,"97,911","91,730","189,641","97,955","91,792","189,747",44,62,106
경기도 김포시 (4157000000),"217,759","216,018","433,777","218,050","216,294","434,344",291,276,567,"218,050","216,294","434,344","218,504","216,709","435,213",454,415,869,"218,504","216,709","435,213","218,919","217,087","436,006",415,378,793,"218,919","217,087","436,006","219,552","217,669","437,221",633,582,"1,215","219,552","217,669","437,221","219,805","217,984","437,789",253,315,568,"219,805","217,984","437,789","220,617","218,885","439,502",812,901,"1,713","220,617","218,885","439,502","222,353","220,718","443,071","1,736","1,833","3,569","222,353","220,718","443,071","223,443","221,982","445,425","1,090","1,264","2,354","223,443","221,982","445,425","224,224","222,814","447,038",781,832,"1,613","224,224","222,814","447,038","225,141","223,898","449,039",917,"1,084","2,001","225,141","223,898","449,039","226,602","225,240","451,842","1,461","1,342","2,803","226,602","225,240","451,842","229,922","228,583","458,505","3,320","3,343","6,663","229,922","228,583","458,505","232,501","231,234","463,735","2,579","2,651","5,230","232,501","231,234","463,735","234,117","232,967","467,084","1,616","1,733","3,349","234,117","232,967","467,084","235,230","234,110","469,340","1,113","1,143","2,256","235,230","234,110","469,340","237,507","236,463","473,970","2,277","2,353","4,630","237,507","236,463","473,970","239,165","238,167","477,332","1,658","1,704","3,362","239,165","238,167","477,332","240,076","239,214","479,290",911,"1,047","1,958","240,076","239,214","479,290","240,514","239,761","480,275",438,547,985,"240,514","239,761","480,275","241,239","240,480","481,719",725,719,"1,444","241,239","240,480","481,719","241,645","240,933","482,578",406,453,859,"241,645","240,933","482,578","242,136","241,506","483,642",491,573,"1,064","242,136","241,506","483,642","242,493","241,988","484,481",357,482,839,"242,493","241,988","484,481","242,792","242,429","485,221",299,441,740,"242,792","242,429","485,221","243,017","242,630","485,647",225,201,426
경기도 화성시 (4159000000),"413,982","385,330","799,312","416,120","387,132","803,252","2,138","1,802","3,940","416,120","387,132","803,252","418,590","389,393","807,983","2,470","2,261","4,731","418,590","389,393","807,983","420,550","391,228","811,778","1,960","1,835","3,795","420,550","391,228","811,778","422,470","392,926","815,396","1,920","1,698","3,618","422,470","392,926","815,396","424,061","394,699","818,760","1,591","1,773","3,364","424,061","394,699","818,760","425,993","396,477","822,470","1,932","1,778","3,710","425,993","396,477","822,470","428,761","398,842","827,603","2,768","2,365","5,133","428,761","398,842","827,603","431,049","400,839","831,888","2,288","1,997","4,285","431,049","400,839","831,888","432,499","401,879","834,378","1,450","1,040","2,490","432,499","401,879","834,378","433,894","402,768","836,662","1,395",889,"2,284","433,894","402,768","836,662","435,377","404,116","839,493","1,483","1,348","2,831","435,377","404,116","839,493","437,083","405,781","842,864","1,706","1,665","3,371","437,083","405,781","842,864","439,243","407,607","846,850","2,160","1,826","3,986","439,243","407,607","846,850","440,954","409,096","850,050","1,711","1,489","3,200","440,954","409,096","850,050","442,631","410,475","853,106","1,677","1,379","3,056","442,631","410,475","853,106","443,841","411,407","855,248","1,210",932,"2,142","443,841","411,407","855,248","445,135","412,415","857,550","1,294","1,008","2,302","445,135","412,415","857,550","446,168","413,161","859,329","1,033",746,"1,779","446,168","413,161","859,329","447,092","413,773","860,865",924,612,"1,536","447,092","413,773","860,865","449,184","415,503","864,687","2,092","1,730","3,822","449,184","415,503","864,687","450,855","416,964","867,819","1,671","1,461","3,132","450,855","416,964","867,819","452,263","418,098","870,361","1,408","1,134","2,542","452,263","418,098","870,361","453,495","419,042","872,537","1,232",944,"2,176","453,495","419,042","872,537","455,268","420,719","875,987","1,773","1,677","3,450","455,268","420,719","875,987","456,841","422,038","878,879","1,573","1,319","2,892"
경기도 광주시 (4161000000),"189,083","179,916","368,999","189,808","180,603","370,411",725,687,"1,412","189,808","180,603","370,411","190,190","181,095","371,285",382,492,874,"190,190","181,095","371,285","190,449","181,454","371,903",259,359,618,"190,449","181,454","371,903","190,774","181,880","372,654",325,426,751,"190,774","181,880","372,654","191,127","182,147","373,274",353,267,620,"191,127","182,147","373,274","191,421","182,446","373,867",294,299,593,"191,421","182,446","373,867","191,945","182,968","374,913",524,522,"1,046","191,945","182,968","374,913","192,208","183,353","375,561",263,385,648,"192,208","183,353","375,561","192,894","183,859","376,753",686,506,"1,192","192,894","183,859","376,753","193,232","184,293","377,525",338,434,772,"193,232","184,293","377,525","193,796","184,927","378,723",564,634,"1,198","193,796","184,927","378,723","194,146","185,334","379,480",350,407,757,"194,146","185,334","379,480","194,524","185,767","380,291",378,433,811,"194,524","185,767","380,291","194,783","186,038","380,821",259,271,530,"194,783","186,038","380,821","194,991","186,333","381,324",208,295,503,"160,816","152,973","313,789","195,298","186,756","382,054","34,482","33,783","68,265","195,298","186,756","382,054","195,548","187,030","382,578",250,274,524,"195,548","187,030","382,578","195,680","187,155","382,835",132,125,257,"195,680","187,155","382,835","195,851","187,201","383,052",171,46,217,"195,851","187,201","383,052","196,185","187,609","383,794",334,408,742,"196,185","187,609","383,794","196,393","187,913","384,306",208,304,512,"196,393","187,913","384,306","196,588","188,126","384,714",195,213,408,"196,588","188,126","384,714","196,660","188,340","385,000",72,214,286,"196,660","188,340","385,000","197,056","188,752","385,808",396,412,808,"197,056","188,752","385,808","197,265","189,036","386,301",209,284,493
경기도 양주시 (4163000000),"112,167","109,096","221,263","112,323","109,256","221,579",156,160,316,"112,323","109,256","221,579","112,495","109,455","221,950",172,199,371,"112,495","109,455","221,950","112,746","109,511","222,257",251,56,307,"112,746","109,511","222,257","112,775","109,539","222,314",29,28,57,"112,775","109,539","222,314","112,770","109,505","222,275",-5,-34,-39,"112,770","109,505","222,275","112,854","109,581","222,435",84,76,160,"112,854","109,581","222,435","113,515","110,189","223,704",661,608,"1,269","113,515","110,189","223,704","113,980","110,544","224,524",465,355,820,"113,980","110,544","224,524","114,236","110,833","225,069",256,289,545,"114,236","110,833","225,069","114,757","111,258","226,015",521,425,946,"114,757","111,258","226,015","115,695","112,277","227,972",938,"1,019","1,957","115,695","112,277","227,972","116,194","112,858","229,052",499,581,"1,080","116,194","112,858","229,052","116,428","112,999","229,427",234,141,375,"116,428","112,999","229,427","116,719","113,286","230,005",291,287,578,"116,719","113,286","230,005","116,847","113,426","230,273",128,140,268,"116,847","113,426","230,273","116,916","113,443","230,359",69,17,86,"116,916","113,443","230,359","117,346","113,895","231,241",430,452,882,"117,346","113,895","231,241","118,218","114,854","233,072",872,959,"1,831","118,218","114,854","233,072","118,821","115,360","234,181",603,506,"1,109","118,821","115,360","234,181","119,207","115,783","234,990",386,423,809,"119,207","115,783","234,990","119,349","115,927","235,276",142,144,286,"119,349","115,927","235,276","119,411","115,983","235,394",62,56,118,"119,411","115,983","235,394","119,411","116,084","235,495",0,101,101,"119,411","116,084","235,495","119,603","116,225","235,828",192,141,333,"119,603","116,225","235,828","119,717","116,311","236,028",114,86,200
경기도 포천시 (4165000000),"78,501","70,541","149,042","78,418","70,382","148,800",-83,-159,-242,"78,418","70,382","148,800","78,446","70,305","148,751",28,-77,-49,"78,446","70,305","148,751","78,342","70,241","148,583",-104,-64,-168,"78,342","70,241","148,583","78,231","70,148","148,379",-111,-93,-204,"78,231","70,148","148,379","78,129","70,008","148,137",-102,-140,-242,"78,129","70,008","148,137","77,972","69,798","147,770",-157,-210,-367,"77,972","69,798","147,770","78,050","69,803","147,853",78,5,83,"78,050","69,803","147,853","78,234","69,910","148,144",184,107,291,"78,234","69,910","148,144","78,242","69,839","148,081",8,-71,-63,"78,242","69,839","148,081","78,233","69,782","148,015",-9,-57,-66,"78,233","69,782","148,015","78,166","69,643","147,809",-67,-139,-206,"78,166","69,643","147,809","78,194","69,660","147,854",28,17,45,"78,194","69,660","147,854","78,196","69,607","147,803",2,-53,-51,"78,196","69,607","147,803","78,066","69,512","147,578",-130,-95,-225,"78,066","69,512","147,578","78,012","69,465","147,477",-54,-47,-101,"78,012","69,465","147,477","77,905","69,369","147,274",-107,-96,-203,"77,905","69,369","147,274","77,964","69,429","147,393",59,60,119,"77,964","69,429","147,393","78,036","69,444","147,480",72,15,87,"78,036","69,444","147,480","77,942","69,072","147,014",-94,-372,-466,"77,942","69,072","147,014","78,102","69,215","147,317",160,143,303,"78,102","69,215","147,317","78,138","69,287","147,425",36,72,108,"78,138","69,287","147,425","78,200","69,397","147,597",62,110,172,"78,200","69,397","147,597","78,351","69,504","147,855",151,107,258,"78,351","69,504","147,855","78,594","69,702","148,296",243,198,441,"78,594","69,702","148,296","78,653","69,781","148,434",59,79,138
